"ID","Pokemon","Family","Shadow","Little_Rank","Great_Rank","Ultra_Rank","Master_Rank","Little_IVs","Great_IVs","Ultra_IVs","Master_IVs","Little_Level","Great_Level","Ultra_Level","Master_Level","Little_CP","Great_CP","Ultra_CP","Master_CP","Little_MoveSet","Great_MoveSet","Ultra_MoveSet","Master_MoveSet","Evo_Fam","Evo_Next","Previous_evols"
"705","Sliggoo","Goomy",FALSE,,737,684,630,,"1/15/15","15/15/15","15/15/15",,28,50,50,,1499,2303,2303,,"Water Gun, Muddy Water, Dragon Pulse","Water Gun, Muddy Water, Dragon Pulse","Water Gun, Dragon Pulse, Muddy Water","704;705;706","705;706","704;705"
"706","Goodra","Goomy",FALSE,,56,73,47,,"1/14/14","0/12/12","15/15/15",,16,27,50,,1497,2500,3963,,"Dragon Breath, Aqua Tail, Thunder Punch","Dragon Breath, Aqua Tail, Power Whip","Dragon Breath, Aqua Tail, Draco Meteor","704;705;706","706","704;705;706"
"707","Klefki","Klefki",FALSE,,241,373,,,"0/15/14","15/15/15",,,29.5,50,,,1499,2204,,,"Astonish, Foul Play, Play Rough","Astonish, Foul Play, Play Rough",,"707","707","707"
"708","Phantump","Phantump",FALSE,445,,,,"0/14/15",,,,17.5,,,,499,,,,"Astonish, Shadow Ball, Foul Play",,,,"708;709","708;709","708"
"709","Trevenant","Phantump",FALSE,512,164,82,267,"0/14/15","0/15/15","1/15/15","15/15/15",7.5,22,43.5,50,500,1499,2500,2893,"Shadow Claw, Shadow Ball, Foul Play","Shadow Claw, Seed Bomb, Shadow Ball","Shadow Claw, Shadow Ball, Seed Bomb","Shadow Claw, Shadow Ball, Seed Bomb","708;709","709","708;709"
"71","Victreebel","Bellsprout",FALSE,429,293,227,389,"0/14/8","1/15/15","0/15/12","15/15/15",8,23,48.5,50,498,1500,2498,2748,"Magical Leaf, Leaf Blade, Sludge Bomb","Magical Leaf, Leaf Blade, Sludge Bomb","Magical Leaf, Leaf Blade, Sludge Bomb","Magical Leaf[etm], Leaf Blade, Sludge Bomb","69;70;71","71","69;70;71"
"71","Victreebel (Shadow)","Bellsprout",TRUE,,404,192,361,,"1/15/15","0/15/12","15/15/15",,23,48.5,50,,1500,2498,2748,,"Magical Leaf, Leaf Blade, Acid Spray","Magical Leaf, Leaf Blade, Sludge Bomb","Magical Leaf[etm], Leaf Blade, Sludge Bomb","69;70;71","71","69;70;71"
"710","Pumpkaboo (Average)","Pumpkaboo",FALSE,379,540,,,"0/14/12","15/15/15",,,16,50,,,500,1381,,,"Astonish, Grass Knot, Foul Play","Astonish, Grass Knot, Foul Play",,,"710;711","710;711","710"
"710","Pumpkaboo (Large)","Pumpkaboo",FALSE,368,478,,,"0/14/12","15/15/15",,,16,50,,,500,1406,,,"Astonish, Grass Knot, Foul Play","Astonish, Grass Knot, Foul Play",,,"710;711","710;711","710"
"710","Pumpkaboo (Small)","Pumpkaboo",FALSE,386,615,,,"0/14/12","15/15/15",,,16,50,,,500,1359,,,"Astonish, Grass Knot, Foul Play","Astonish, Grass Knot, Foul Play",,,"710;711","710;711","710"
"710","Pumpkaboo (Super)","Pumpkaboo",FALSE,328,391,,,"0/14/12","15/15/15",,,16,50,,,500,1414,,,"Astonish, Grass Knot, Foul Play","Astonish, Grass Knot, Foul Play",,,"710;711","710;711","710"
"711","Gourgeist (Average)","Pumpkaboo",FALSE,615,529,355,494,"0/12/9","1/15/14","0/8/2","15/15/15",7.5,21.5,46,50,499,1500,2497,2702,"Hex, Seed Bomb, Shadow Ball","Hex, Seed Bomb, Shadow Ball","Hex, Shadow Ball, Seed Bomb","Hex, Shadow Ball, Seed Bomb","710;711","711","710;711"
"711","Gourgeist (Large)","Pumpkaboo",FALSE,602,495,330,423,"0/12/9","1/15/14","0/14/14","15/15/15",7.5,21.5,42.5,50,498,1500,2500,2850,"Hex, Seed Bomb, Shadow Ball","Hex, Seed Bomb, Shadow Ball","Hex, Shadow Ball, Seed Bomb","Hex, Shadow Ball, Seed Bomb","710;711","711","710;711"
"711","Gourgeist (Small)","Pumpkaboo",FALSE,630,526,396,554,"0/12/9","1/15/14","0/10/3","15/15/15",7.5,21.5,45.5,50,500,1495,2498,2549,"Hex, Seed Bomb, Shadow Ball","Hex, Seed Bomb, Shadow Ball","Hex, Shadow Ball, Seed Bomb","Hex, Shadow Ball, Seed Bomb","710;711","711","710;711"
"711","Gourgeist (Super)","Pumpkaboo",FALSE,597,499,319,329,"0/12/9","1/15/14","0/14/14","15/15/15",7.5,21.5,42.5,50,497,1499,2490,2976,"Hex, Seed Bomb, Shadow Ball","Hex, Seed Bomb, Shadow Ball","Hex, Shadow Ball, Seed Bomb","Hex, Shadow Ball, Seed Bomb","710;711","711","710;711"
"712","Bergmite","Bergmite",FALSE,,902,,,,"15/15/15",,,,50,,,,1374,,,,"Tackle, Icy Wind, Crunch",,,"712;713","712;713","712"
"713","Avalugg","Bergmite",FALSE,,139,154,79,,"2/15/15","0/14/15","15/15/15",,17.5,29.5,50,,1500,2500,3615,,"Ice Fang, Avalanche, Body Slam","Ice Fang, Avalanche, Crunch","Ice Fang, Avalanche, Crunch","712;713","713","712;713"
"713&hisui","Avalugg (Hisuian)","Bergmite",FALSE,,321,211,50,,"0/14/9","1/14/15","15/15/15",,16.5,27,50,,1498,2499,3909,,"Powder Snow, Rock Slide, Icy Wind","Powder Snow, Rock Slide, Icy Wind","Powder Snow, Rock Slide, Icy Wind","713&hisui","713&hisui","713&hisui"
"714","Noibat","Noibat",FALSE,528,,,,"0/15/15",,,,32,,,,498,,,,"Wing Attack, Dragon Pulse, Air Cutter",,,,"714;715","714;715","714"
"715","Noivern","Noibat",FALSE,575,978,696,602,"0/14/14","0/15/12","0/15/14","15/15/15",7,20.5,38,50,498,1498,2498,3125,"Air Slash, Hurricane, Boomburst","Air Slash, Hurricane, Boomburst","Air Slash, Hurricane, Draco Meteor","Air Slash, Hurricane, Draco Meteor","714;715","715","714;715"
"716","Xerneas","Xerneas",FALSE,,,371,9,,,"0/15/15","15/15/15",,,24.5,50,,,2500,4275,,,"Geomancy, Close Combat, Moonblast","Geomancy[etm], Close Combat, Moonblast","716","716","716"
"717","Yveltal","Yveltal",FALSE,,,244,22,,,"0/15/15","15/15/15",,,24.5,50,,,2500,4275,,,"Sucker Punch, Dark Pulse, Oblivion Wing","Sucker Punch, Dark Pulse, Oblivion Wing[etm]","717","717","717"
"718","Zygarde (10% Forme)","Zygarde",FALSE,,720,506,580,,"0/14/12","1/15/15","15/15/15",,24,49.5,50,,1494,2491,2685,,"Dragon Tail, Crunch, Earthquake","Dragon Tail, Crunch, Earthquake","Dragon Tail, Crunch, Outrage","718;718&0-4attack;718&1-4attack","718;718&0-4attack;718&1-4attack","718"
"718&0-4attack","Zygarde (50% Forme)","Zygarde",FALSE,,376,167,94,,"1/14/14","1/14/14","15/15/15",,16.5,27.5,50,,1494,2487,3855,,"Dragon Tail, Crunch, Earthquake","Dragon Tail, Crunch, Earthquake","Dragon Tail, Crunch, Earthquake","718;718&0-4attack;718&1-4attack","718&0-4attack;718&1-4attack","718;718&0-4attack"
"718&1-4attack","Zygarde (Complete Forme)","Zygarde",FALSE,,,5,3,,,"0/15/12","15/15/15",,,25.5,50,,,2498,4208,,,"Dragon Tail, Crunch, Earthquake","Dragon Tail, Crunch, Earthquake","718;718&0-4attack;718&1-4attack","718&1-4attack","718;718&0-4attack;718&1-4attack"
"719","Diancie","Diancie",FALSE,,679,442,320,,"0/7/15","3/15/15","15/15/15",,21,38,50,,1488,2497,3091,,"Rock Throw, Power Gem, Rock Slide","Rock Throw, Power Gem, Moonblast","Rock Throw, Power Gem, Moonblast","719","719","719"
"72","Tentacool","Tentacool",FALSE,73,940,,,"0/15/14","15/15/15",,,19.5,50,,,498,1176,,,"Poison Sting, Water Pulse, Wrap","Poison Sting, Water Pulse, Wrap",,,"72;73","72;73","72"
"72","Tentacool (Shadow)","Tentacool",TRUE,108,937,,,"0/15/14","15/15/15",,,19.5,50,,,497,1176,,,"Poison Sting, Water Pulse, Wrap","Poison Sting, Water Pulse, Wrap",,,"72;73","72;73","72"
"720","Hoopa","Hoopa",FALSE,,935,678,270,,"0/15/15","1/15/14","15/15/15",,16.5,27.5,50,,1488,2487,3797,,"Astonish, Shadow Ball, Psychic","Astonish, Shadow Ball, Psychic","Astonish, Shadow Ball, Psychic","720","720","720"
"720","Hoopa (Unbound)","Hoopa",FALSE,,,695,102,,,"0/15/13","15/15/15",,,23,50,,,2473,4530,,,"Astonish, Dark Pulse, Shadow Ball","Astonish, Dark Pulse, Shadow Ball","720","720","720"
"722","Rowlet","Rowlet",FALSE,542,970,,,"0/15/15","15/15/15",,,19,50,,,500,1196,,,"Leafage, Seed Bomb, Energy Ball","Leafage, Seed Bomb, Energy Ball",,,"722;723;724","722;723;724","722"
"723","Dartrix","Rowlet",FALSE,571,332,675,,"3/15/15","0/15/14","15/15/14",,11,37.5,50,,499,1498,1950,,"Leafage, Brave Bird, Seed Bomb","Leafage, Brave Bird, Seed Bomb","Leafage, Brave Bird, Seed Bomb",,"722;723;724","723;724","722;723"
"724","Decidueye","Rowlet",FALSE,442,176,83,186,"0/14/12","0/14/11","0/14/13","15/15/15",7,20.5,38,50,499,1492,2494,3137,"Astonish, Brave Bird, Frenzy Plant","Astonish, Frenzy Plant, Spirit Shackle","Astonish, Frenzy Plant, Spirit Shackle","Astonish, Frenzy Plant[etm], Brave Bird","722;723;724","724","722;723;724"
"724&hisui","Decidueye (Hisuian)","Rowlet",FALSE,566,687,470,302,"6/15/14","0/15/13","0/14/14","15/15/15",6.5,19.5,35,50,498,1494,2498,3275,"Psycho Cut, Aerial Ace, Aura Sphere","Magical Leaf, Aerial Ace, Aura Sphere","Magical Leaf, Aura Sphere, Aerial Ace","Magical Leaf, Aura Sphere, Aerial Ace","724&hisui","724&hisui","724&hisui"
"726","Torracat","Litten",FALSE,,830,,,,"0/15/13",,,,37,,,,1497,,,,"Ember, Flame Charge, Crunch",,,"725;726;727","726;727","725;726"
"727","Incineroar","Litten",FALSE,57,355,111,152,"0/13/14","0/15/9","0/15/15","15/15/15",6.5,19,32.5,50,500,1498,2500,3387,"Fire Fang, Blast Burn, Blaze Kick","Snarl, Darkest Lariat, Blast Burn","Snarl, Darkest Lariat, Blast Burn","Snarl, Blast Burn[etm], Darkest Lariat","725;726;727","727","725;726;727"
"728","Popplio","Popplio",FALSE,,811,,,,"15/15/15",,,,50,,,,1276,,,,"Water Gun, Aqua Tail, Water Pulse",,,"728;729;730","728;729;730","728"
"729","Brionne","Popplio",FALSE,,795,719,,,"1/15/14","15/15/14",,,30.5,50,,,1488,2131,,,"Charm, Disarming Voice, Water Pulse","Water Gun, Disarming Voice, Water Pulse",,"728;729;730","729;730","728;729"
"73","Tentacruel","Tentacool",FALSE,382,192,33,327,"1/14/13","1/15/14","0/13/15","15/15/15",8,23.5,50,50,498,1496,2493,2738,"Poison Jab, Scald, Sludge Wave","Poison Jab, Acid Spray, Scald","Poison Jab, Scald, Blizzard","Poison Jab, Scald, Sludge Wave","72;73","73","72;73"
"73","Tentacruel (Shadow)","Tentacool",TRUE,336,275,71,369,"1/14/13","1/15/14","0/13/15","15/15/15",8,23.5,50,50,498,1496,2493,2738,"Poison Jab, Scald, Sludge Wave","Poison Jab, Acid Spray, Scald","Poison Jab, Scald, Blizzard","Poison Jab, Scald, Sludge Wave","72;73","73","72;73"
"730","Primarina","Popplio",FALSE,,337,218,76,,"0/15/14","2/15/13","15/15/15",,17.5,29,50,,1499,2497,3618,,"Charm, Disarming Voice, Hydro Cannon","Charm, Disarming Voice, Hydro Cannon","Waterfall, Disarming Voice, Hydro Cannon[etm]","728;729;730","730","728;729;730"
"731","Pikipek","Pikipek",FALSE,470,,,,"0/14/15",,,,21.5,,,,497,,,,"Peck, Drill Peck, Aerial Ace",,,,"731;732;733","731;732;733","731"
"732","Trumbeak","Pikipek",FALSE,471,933,,,"0/15/14","0/15/15",,,13,48.5,,,500,1500,,,"Peck, Drill Peck, Rock Blast","Peck, Drill Peck, Rock Blast",,,"731;732;733","732;733","731;732"
"733","Toucannon","Pikipek",FALSE,663,857,640,535,"4/15/14","0/14/13","2/15/14","15/15/15",7,21,39,50,500,1492,2496,3040,"Bullet Seed, Drill Peck, Rock Blast","Bullet Seed, Drill Peck, Rock Blast","Bullet Seed, Drill Peck, Rock Blast","Bullet Seed, Drill Peck, Rock Blast","731;732;733","733","731;732;733"
"734","Yungoos","Yungoos",FALSE,622,,,,"0/15/13",,,,22.5,,,,500,,,,"Tackle, Hyper Fang, Crunch",,,,"734;735","734;735","734"
"735","Gumshoos","Yungoos",FALSE,469,957,728,,"0/7/14","0/15/12","15/15/15",,9,26,50,,497,1500,2470,,"Bite, Hyper Fang, Crunch","Bite, Crunch, Hyper Fang","Bite, Crunch, Hyper Fang",,"734;735","735","734;735"
"736","Grubbin","Grubbin",FALSE,526,,,,"1/15/14",,,,20,,,,499,,,,"Bug Bite, X-Scissor, Crunch",,,,"736;737;738","736;737;738","736"
"737","Charjabug","Grubbin",FALSE,194,106,,,"0/11/15","0/13/15",,,11.5,38.5,,,499,1500,,,"Volt Switch, X-Scissor, Crunch","Volt Switch, X-Scissor, Discharge",,,"736;737;738","737;738","736;737"
"738","Vikavolt","Grubbin",FALSE,565,448,351,251,"9/15/13","0/14/12","2/15/15","15/15/15",6,18,29.5,50,500,1500,2490,3524,"Volt Switch, X-Scissor, Fly","Volt Switch, X-Scissor, Fly","Volt Switch, X-Scissor, Fly","Volt Switch[etm], XScissor, Fly","736;737;738","738","736;737;738"
"739","Crabrawler","Crabrawler",FALSE,,900,,,,"11/15/15",,,,49.5,,,,1495,,,,"Bubble, Crabhammer, Power-Up Punch",,,"739;740","739;740","739"
"74","Geodude","Geodude",FALSE,95,877,,,"1/15/14","15/15/15",,,15,50,,,500,1462,,,"Rock Throw, Rock Slide, Dig","Rock Throw, Rock Slide, Dig",,,"74;75;76","74;75;76","74"
"74","Geodude (Shadow)","Geodude",TRUE,23,769,,,"1/15/14","15/15/15",,,15,50,,,500,1462,,,"Rock Throw, Rock Slide, Dig","Rock Throw, Rock Slide, Dig",,,"74;75;76","74;75;76","74"
"74&alola","Geodude (Alolan)","Geodude",FALSE,567,761,,,"1/15/14","15/15/15",,,15,50,,,500,1462,,,"Volt Switch, Rock Slide, Thunderbolt","Volt Switch, Rock Slide, Thunderbolt",,,"74&alola;75&alola;76&alola","74&alola;75&alola;76&alola","74&alola"
"74&alola","Geodude (Alolan) (Shadow)","Geodude",TRUE,609,762,,,"1/15/14","15/15/15",,,15,50,,,500,1462,,,"Volt Switch, Rock Slide, Thunderbolt","Volt Switch, Rock Slide, Thunderbolt",,,"74&alola;75&alola;76&alola","74&alola;75&alola;76&alola","74&alola"
"740","Crabominable","Crabrawler",FALSE,,875,651,358,,"0/11/15","0/15/12","15/15/15",,19.5,34.5,50,,1494,2497,3286,,"Bubble, Ice Punch, Brick Break","Bubble, Ice Punch, Brick Break","Bubble, Ice Punch, Brick Break","739;740","740","739;740"
"741","Oricorio (Baile)","Oricorio",FALSE,453,842,572,604,"5/15/14","0/13/13","7/15/15","15/15/15",8,24.5,48.5,50,497,1492,2499,2638,"Air Slash, Aerial Ace, Hurricane","Air Slash, Aerial Ace, Hurricane","Air Slash, Aerial Ace, Hurricane","Air Slash, Aerial Ace, Hurricane","741","741","741"
"741","Oricorio (Pa'u)","Oricorio",FALSE,578,910,661,622,"5/15/14","0/13/13","7/15/15","15/15/15",8,24.5,48.5,50,497,1492,2499,2638,"Air Slash, Aerial Ace, Hurricane","Air Slash, Aerial Ace, Hurricane","Air Slash, Aerial Ace, Hurricane","Air Slash, Aerial Ace, Hurricane","741","741","741"
"741","Oricorio (Pom-Pom)","Oricorio",FALSE,495,831,550,608,"5/15/14","0/13/13","7/15/15","15/15/15",8,24.5,48.5,50,497,1492,2499,2638,"Air Slash, Aerial Ace, Hurricane","Air Slash, Aerial Ace, Hurricane","Air Slash, Aerial Ace, Hurricane","Air Slash, Aerial Ace, Hurricane","741","741","741"
"741","Oricorio (Sensu)","Oricorio",FALSE,367,797,623,614,"5/15/14","0/13/13","7/15/15","15/15/15",8,24.5,48.5,50,497,1492,2499,2638,"Air Slash, Aerial Ace, Hurricane","Air Slash, Aerial Ace, Hurricane","Air Slash, Aerial Ace, Hurricane","Air Slash, Aerial Ace, Hurricane","741","741","741"
"742","Cutiefly","Cutiefly",FALSE,704,,,,"0/14/15",,,,22.5,,,,500,,,,"Fairy Wind, Bug Buzz, Dazzling Gleam",,,,"742;743","742;743","742"
"743","Ribombee","Cutiefly",FALSE,721,876,495,,"4/15/13","1/15/14","15/15/14",,8.5,25.5,50,,499,1500,2488,,"Fairy Wind, Bug Buzz, Dazzling Gleam","Fairy Wind, Bug Buzz, Dazzling Gleam","Fairy Wind, Bug Buzz, Dazzling Gleam",,"742;743","743","742;743"
"745","Lycanroc (Dusk)","Rockruff",FALSE,,815,543,461,,"2/15/15","0/15/14","15/15/15",,20.5,39,50,,1500,2498,3054,,"Sucker Punch, Stone Edge, Trailblaze","Sucker Punch, Stone Edge, Trailblaze","Sucker Punch, Stone Edge, Crunch","744;745","745","744;745"
"745","Lycanroc (Midday)","Rockruff",FALSE,,808,491,414,,"0/14/14","0/14/14","15/15/15",,21,40,50,,1500,2498,3027,,"Sucker Punch, Stone Edge, Drill Run","Sucker Punch, Stone Edge, Drill Run","Sucker Punch, Stone Edge, Drill Run","744;745","745","744;745"
"745","Lycanroc (Midnight)","Rockruff",FALSE,,931,605,546,,"0/15/14","1/15/14","15/15/15",,20.5,38,50,,1498,2488,3102,,"Counter, Stone Edge, Trailblaze","Counter, Psychic Fangs, Crunch","Counter, Stone Edge, Crunch","744;745","745","744;745"
"747","Mareanie","Mareanie",FALSE,278,,,,"0/12/15",,,,21,,,,500,,,,"Poison Sting, Brine, Sludge Wave",,,,"747;748","747;748","747"
"748","Toxapex","Mareanie",FALSE,172,27,553,,"0/13/10","0/15/15","15/15/15",,12,40.5,50,,497,1493,1905,,"Poison Jab, Brine, Sludge Wave","Poison Jab, Brine, Sludge Wave","Poison Jab, Brine, Sludge Wave",,"747;748","748","747;748"
"75","Graveler","Geodude",FALSE,263,692,657,,"1/15/15","0/14/15","15/15/15",,10,30.5,50,,497,1500,2145,,"Mud Slap, Stone Edge, Rock Slide","Mud Slap, Stone Edge, Dig","Mud Slap, Stone Edge, Dig",,"74;75;76","75;76","74;75"
"75","Graveler (Shadow)","Geodude",TRUE,209,693,671,,"1/15/15","0/14/15","15/15/15",,10,30.5,50,,500,1500,2145,,"Mud Slap, Stone Edge, Rock Slide","Mud Slap, Stone Edge, Dig","Mud Slap, Stone Edge, Dig",,"74;75;76","75;76","74;75"
"75&alola","Graveler (Alolan)","Geodude",FALSE,378,427,631,,"1/15/15","0/14/15","15/15/15",,10,30.5,50,,497,1500,2145,,"Volt Switch, Stone Edge, Rock Blast","Volt Switch, Stone Edge, Rock Blast","Volt Switch, Stone Edge, Rock Blast",,"74&alola;75&alola;76&alola","75&alola;76&alola","74&alola;75&alola"
"75&alola","Graveler (Alolan) (Shadow)","Geodude",TRUE,443,399,599,,"1/15/15","0/14/15","15/15/15",,10,30.5,50,,500,1500,2145,,"Volt Switch, Stone Edge, Rock Blast","Volt Switch, Stone Edge, Rock Blast","Volt Switch, Stone Edge, Rock Blast",,"74&alola;75&alola;76&alola","75&alola;76&alola","74&alola;75&alola"
"751","Dewpider","Dewpider",FALSE,143,,,,"0/15/15",,,,29.5,,,,499,,,,"Bug Bite, Water Pulse, Bubble Beam",,,,"751;752","751;752","751"
"752","Araquanid","Dewpider",FALSE,605,151,674,629,"0/5/14","0/10/15","15/15/15","15/15/15",11,35,50,50,499,1499,2065,2065,"Infestation, Bug Buzz, Water Pulse","Bug Bite, Bug Buzz, Bubble Beam","Infestation, Bug Buzz, Water Pulse","Infestation, Bug Buzz, Water Pulse","751;752","752","751;752"
"753","Fomantis","Fomantis",FALSE,168,,,,"1/15/14",,,,27,,,,497,,,,"Fury Cutter, Leaf Blade, Trailblaze",,,,"753;754","753;754","753"
"754","Lurantis","Fomantis",FALSE,193,141,246,384,"0/14/15","0/15/15","0/15/15","15/15/15",8,23.5,49.5,50,500,1495,2498,2711,"Fury Cutter, Leaf Blade, Superpower","Fury Cutter, Leaf Blade, Superpower","Leafage, Leaf Blade, Superpower","Fury Cutter, Leaf Blade, Superpower","753;754","754","753;754"
"755","Morelull","Morelull",FALSE,590,,,,"0/13/14",,,,19.5,,,,500,,,,"Astonish, Seed Bomb, Dazzling Gleam",,,,"755;756","755;756","755"
"756","Shiinotic","Morelull",FALSE,621,403,533,,"0/10/14","0/14/15","15/15/14",,10.5,32,50,,500,1497,2104,,"Astonish, Moonblast, Seed Bomb","Astonish, Moonblast, Seed Bomb","Astonish, Moonblast, Seed Bomb",,"755;756","756","755;756"
"757","Salandit","Salandit",FALSE,291,,,,"0/13/15",,,,17.5,,,,500,,,,"Poison Jab, Flamethrower, Poison Fang",,,,"757;758","757;758","757"
"758","Salazzle","Salandit",FALSE,92,171,107,399,"6/15/14","2/15/13","0/15/14","15/15/15",7.5,22.5,46,50,500,1492,2500,2802,"Incinerate, Poison Fang, Fire Blast","Incinerate, Poison Fang, Dragon Pulse","Incinerate, Poison Fang, Dragon Pulse","Incinerate, Poison Fang, Fire Blast","757;758","758","757;758"
"759","Stufful","Stufful",FALSE,541,704,,,"0/13/15","12/15/15",,,14.5,50,,,497,1495,,,"Tackle, Superpower, Stomp","Tackle, Superpower, Stomp",,,"759;760","759;760","759"
"76","Golem","Geodude",FALSE,221,475,255,228,"3/15/13","1/14/15","0/15/15","15/15/15",6.5,19,33.5,50,498,1497,2498,3334,"Mud Slap, Stone Edge, Rock Blast","Mud Slap, Stone Edge, Rock Blast","Mud Slap, Stone Edge, Rock Blast","Mud Slap, Stone Edge, Rock Blast","74;75;76","76","74;75;76"
"76","Golem (Shadow)","Geodude",TRUE,,393,228,227,,"1/14/15","0/15/15","15/15/15",,19,33.5,50,,1497,2498,3334,,"Mud Slap, Stone Edge, Rock Blast","Mud Slap, Stone Edge, Rock Blast","Mud Slap, Stone Edge, Rock Blast","74;75;76","76","74;75;76"
"76&alola","Golem (Alolan)","Geodude",FALSE,406,292,188,201,"3/15/13","1/14/15","0/15/15","15/15/15",6.5,19,33.5,50,498,1497,2498,3334,"Rollout, Wild Charge, Stone Edge","Rollout, Wild Charge, Rock Blast","Rollout, Rock Blast, Wild Charge","Rollout[etm], Wild Charge, Stone Edge","74&alola;75&alola;76&alola","76&alola","74&alola;75&alola;76&alola"
"76&alola","Golem (Alolan) (Shadow)","Geodude",TRUE,,252,157,190,,"1/14/15","0/15/15","15/15/15",,19,33.5,50,,1497,2498,3334,,"Rollout, Wild Charge, Rock Blast","Rollout, Wild Charge, Rock Blast","Rollout[etm], Wild Charge, Stone Edge","74&alola;75&alola;76&alola","76&alola","74&alola;75&alola;76&alola"
"760","Bewear","Stufful",FALSE,269,264,251,170,"8/15/15","0/15/14","0/14/15","15/15/15",6,18,30,50,498,1497,2499,3524,"Shadow Claw, Superpower, Stomp","Shadow Claw, Superpower, Stomp","Shadow Claw, Superpower, Payback","Shadow Claw, Superpower, Payback","759;760","760","759;760"
"761","Bounsweet","Bounsweet",FALSE,233,,,,"11/15/14",,,,50,,,,496,,,,"Charm, Energy Ball, Draining Kiss",,,,"761;762;763","761;762;763","761"
"762","Steenee","Bounsweet",FALSE,223,,,,"0/15/15",,,,27.5,,,,499,,,,"Charm, Triple Axel, Grass Knot",,,,"761;762;763","762;763","761;762"
"763","Tsareena","Bounsweet",FALSE,634,658,476,229,"0/15/15","0/15/13","0/15/15","15/15/15",6.5,19,33,50,500,1499,2499,3351,"Magical Leaf, Triple Axel, Grass Knot","Magical Leaf, Triple Axel, High Jump Kick","Magical Leaf, Triple Axel, High Jump Kick","Magical Leaf, Triple Axel, High Jump Kick[etm]","761;762;763","763","761;762;763"
"764","Comfey","Comfey",FALSE,,645,576,584,,"1/15/14","15/15/15","15/15/15",,27,50,50,,1494,2392,2392,,"Vine Whip, Grass Knot, Draining Kiss","Vine Whip, Grass Knot, Draining Kiss","Vine Whip, Grass Knot, Draining Kiss","764","764","764"
"765","Oranguru","Oranguru",FALSE,294,128,101,398,"0/15/9","0/13/14","0/13/15","15/15/15",8,23.5,49,50,499,1499,2494,2770,"Confusion, Brutal Swing, Trailblaze","Confusion, Brutal Swing, Trailblaze","Confusion, Brutal Swing, Trailblaze","Confusion, Brutal Swing, Trailblaze","765","765","765"
"766","Passimian","Passimian",FALSE,,315,368,187,,"0/15/14","0/14/13","15/15/15",,18.5,32,50,,1496,2496,3429,,"Counter, Brutal Swing, Brick Break","Counter, Close Combat, Brick Break","Counter, Close Combat, Brutal Swing","766","766","766"
"767","Wimpod","Wimpod",FALSE,668,,,,"6/15/13",,,,50,,,,495,,,,"Struggle Bug, Bug Buzz, NA",,,,"767;768","767;768","767"
"768","Golisopod","Wimpod",FALSE,282,111,168,82,"7/14/13","0/8/15","1/14/15","15/15/15",6,18,29.5,50,499,1498,2500,3575,"Fury Cutter, X-Scissor, Liquidation","Shadow Claw, X-Scissor, Liquidation","Shadow Claw, Aerial Ace, Liquidation","Shadow Claw, X-Scissor, Liquidation","767;768","768","767;768"
"769","Sandygast","Sandygast",FALSE,398,635,,,"0/14/15","15/15/15",,,16,50,,,500,1394,,,"Astonish, Scorching Sands, Shadow Ball","Astonish, Scorching Sands, Shadow Ball",,,"769;770","769;770","769"
"77","Ponyta","Ponyta",FALSE,,747,,,,"0/15/14",,,,37.5,,,,1500,,,,"Ember, Flame Charge, Stomp",,,"77;78","77;78","77"
"77&galar","Ponyta (Galarian)","Ponyta",FALSE,,873,,,,"0/15/14",,,,37.5,,,,1500,,,,"Psycho Cut, Swift, Play Rough",,,"77&galar;78&galar","77&galar;78&galar","77&galar"
"770","Palossand","Sandygast",FALSE,415,412,139,380,"0/14/10","0/15/11","0/13/14","15/15/15",8,23.5,49,50,500,1494,2498,2763,"Astonish, Scorching Sands, Shadow Ball","Astonish, Scorching Sands, Shadow Ball","Astonish, Scorching Sands, Shadow Ball","Astonish, Shadow Ball, Scorching Sands","769;770","770","769;770"
"775","Komala","Komala",FALSE,713,850,594,566,"0/14/11","0/15/11","0/14/15","15/15/15",7.5,22,43,50,499,1498,2493,2919,"Rollout, Payback, Play Rough","Rollout, Payback, Bulldoze","Rollout, Payback, Bulldoze","Rollout, Payback, Play Rough","775","775","775"
"776","Turtonator","Turtonator",FALSE,,207,80,473,,"0/12/14","15/14/14","15/15/15",,26,50,50,,1496,2486,2513,,"Incinerate, Dragon Pulse, Overheat","Incinerate, Dragon Pulse, Overheat","Incinerate, Flamethrower, Dragon Pulse","776","776","776"
"777","Togedemaru","Togedemaru",FALSE,154,31,186,,"0/8/15","0/13/13","15/15/15",,9,26.5,50,,499,1495,2442,,"Thunder Shock, Wild Charge, Gyro Ball","Thunder Shock, Fell Stinger, Wild Charge","Thunder Shock, Fell Stinger, Wild Charge",,"777","777","777"
"779","Bruxish","Bruxish",FALSE,,323,323,477,,"0/15/15","0/14/15","15/15/15",,23.5,49.5,50,,1497,2497,2701,,"Confusion, Aqua Tail, Psychic Fangs","Confusion, Aqua Tail, Psychic Fangs","Confusion, Aqua Tail, Psychic Fangs","779","779","779"
"78","Rapidash","Ponyta",FALSE,,243,78,374,,"0/13/15","0/15/14","15/15/15",,23,47,50,,1498,2499,2782,,"Incinerate, Flame Charge, Wild Charge","Incinerate, Wild Charge, Flame Charge","Incinerate, Wild Charge[etm], Drill Run","77;78","78","77;78"
